Channel Title,Channel Username,ID,Message,Date,Media Path
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4304,Door Bottom Sealer,2025-01-13 09:16:50+00:00,
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4303,"🎯 Door Bottom Sealer

👍 አየር ከውጭ ወደ ቤት ውስጥ እንዳይገባ ይከላከላል

👍 ከቤት ውጭ የሚመጣ የድምፅ ብክለትን እና  ብናኝ አቧራ የሚያግድ/የሚከላከል 

👍  ከቤት ውጭ ወደ ቤት ውስጥ የሚገቡ 🦟 🪰 🐀 🪳🕷️🐛🦗 ይከላከላል
    
👍 Size  93cm * 10cm 

🎯  400 ብር

0911762201
     0972824252
     0988404491
     0922282582

በቴሌግራም ለማዘዝ 👉@GebeyaAdama21 
       
      አድራሻችን   

ቁ1 - አዳማ ፖስታ ቤት  ሶሬቲ 
 ሞል ምድር ላይ ሱ.ቁ 33
ቁ2 - አዲስአበባ መገናኛ ከ ዋአች ህንፃ ፊትለፊት 3ተኛ ፎቅ 302

ይሄንን በመጫን የቤተሰባችን አባል ይሁኑ
          👇🏼👇🏼👇🏼
https://t.me/gebeyaadama

👍 የመረጡትን እቃ ይዘዙ፤ ያሉበት እናደርሳለን!!
🎯 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።",2025-01-13 09:16:45+00:00,gebeyaadama_photos/@gebeyaadama_4303.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4300,,2025-01-13 09:07:38+00:00,gebeyaadama_photos/@gebeyaadama_4300.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4299,,2025-01-13 09:07:38+00:00,gebeyaadama_photos/@gebeyaadama_4299.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4298,,2025-01-13 09:07:38+00:00,gebeyaadama_photos/@gebeyaadama_4298.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4297,"✅6 in 1 silicone set

👉 6 እቃዎች የያዘ መመገቢያ ሰሀን

ዋጋ👉 1900 ብር

📞 +251910500664
      +251972824252

በቴሌግራም ለማዘዝ 👉@GebeyaAdama21 
       
            
         ✅አድራሻችን

📌አዲስአበባ መገናኛ ከ ዋአች ህንፃ ፊትለፊት ኪኔሬት ሞል 3ተኛ ፎቅ 302
  

📌📌📌 ክፍለሀገር ለምትኖሩ በፖስታ ቤት (ems) እንልካለን።

ይሄንን በመጫን የቤተሰባችን አባል ይሁኑ
          👇🏼👇🏼👇🏼
https://t.me/gebeyaadama",2025-01-13 09:07:38+00:00,gebeyaadama_photos/@gebeyaadama_4297.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4296,,2025-01-13 08:47:57+00:00,gebeyaadama_photos/@gebeyaadama_4296.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4295,,2025-01-13 08:47:57+00:00,gebeyaadama_photos/@gebeyaadama_4295.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4294,,2025-01-13 08:47:57+00:00,gebeyaadama_photos/@gebeyaadama_4294.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4293,"✅Foldable High Capacity Travel Bag 

📌 ውሃ የማያስገባ
📌ብዙ ኪስ ስላለው በርካታ ዕቃ/ልብስ ይይዙበታል
📌ለጉዞ ቀለል ያሉ ልብሶችንን ይይዙበታል
📌በተለይ ለ እመጫት እናቶች የህፃናት ልብስ ለመያዝ
📌 ተጣጣፊ

ዋጋ 👉 1500  ብር

📞 +251911762201
      +251972824252

በቴሌግራም ለማዘዝ 👉@GebeyaAdama21 
       
            
     🎄አድራሻችን🎄
📌አዳማ ፖስታ ቤት  ሶሬቲ ሞል ምድር ላይ ሱ.ቁ 33
📌አዲስአበባ መገናኛ ከ ዋአች ህንፃ ፊትለፊት ኪኔሬት ሞል 3ተኛ ፎቅ 302
  

📌📌📌 ክፍለሀገር ለምትኖሩ በፖስታ ቤት (ems) እንልካለን።

ይሄንን በመጫን የቤተሰባችን አባል ይሁኑ
          👇🏼👇🏼👇🏼
https://t.me/gebeyaadama

📌ያሉበት ድረስ በራሳችን ትራንስፖርት በነፃ እናደርሳለን።",2025-01-13 08:47:57+00:00,gebeyaadama_photos/@gebeyaadama_4293.jpg
አዳማ ገበያ - Adama gebeya,@gebeyaadama,4288,"✅ ምግብ ማስጀመሪያ ሰሀን

👉 የራሱ ማንኪያ ያለው
👉 ልጆች ጐትተው እንዳይጥልቱ ጠረዼዛ ላይ የሚለጠፍ

ዋጋ👉 500 ብር

📞 +251910500664
      +251972824252

በቴሌግራም ለማዘዝ 👉@GebeyaAdama21 
       
            
         ✅አድራሻችን

📌አዲስአበባ መገናኛ ከ ዋአች ህንፃ ፊትለፊት ኪኔሬት ሞል 3ተኛ ፎቅ 302
  

📌📌📌 ክፍለሀገር ለምትኖሩ በፖስታ ቤት (ems) እንልካለን።

ይሄንን በመጫን የቤተሰባችን አባል ይሁኑ
          👇🏼👇🏼👇🏼
https://t.me/gebeyaadama",2025-01-11 11:43:45+00:00,gebeyaadama_photos/@gebeyaadama_4288.jpg
