Channel Title,Channel Username,ID,Message,Date,Media Path
ልዩ እቃ,@Leyueqa,6580,,2025-01-16 10:08:01+00:00,Leyueqa_photos/@Leyueqa_6580.jpg
ልዩ እቃ,@Leyueqa,6579,,2025-01-16 10:08:01+00:00,Leyueqa_photos/@Leyueqa_6579.jpg
ልዩ እቃ,@Leyueqa,6578,,2025-01-16 10:08:01+00:00,Leyueqa_photos/@Leyueqa_6578.jpg
ልዩ እቃ,@Leyueqa,6577,"🔥🔥🔥2 ድስቶች + 1 ወጥ ማቅረቢያ + 1 መጥበሻ 
  የማይዙ የማያሳርሩ ለይታ ውቡ የሆኑ 
         ዋጋ 💵6500 ብር  🛞🛞ከነፃ ዲሊቨሪ ጋር🛞🛞

     0911236983 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-16 10:08:01+00:00,Leyueqa_photos/@Leyueqa_6577.jpg
ልዩ እቃ,@Leyueqa,6576,"🔠🔠🔠🔠 🔠🔠🔠🔠🔠🔠5-in-1 Trouser Hanger የሱሪ ማስቀመጫ
✔️ የሱሪ ማስቀመጫ ሱሪዎ ወይም ልብስዎ ባለበት ንፅህናው እንደተጠበቀ ሳይጨማደድ ለማስቀመጥ ተመራጭ 
✔️Size:34cmx32cmx6.5cm 
 ዋጋ፦ ✔️850 ብር

⭐️2 እና ከዚያ በላይ ነፃ ዲሊቨሪ⭐️
    
           0911236983 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-16 08:31:59+00:00,
ልዩ እቃ,@Leyueqa,6575,,2025-01-16 06:06:28+00:00,Leyueqa_photos/@Leyueqa_6575.jpg
ልዩ እቃ,@Leyueqa,6574,,2025-01-16 06:06:28+00:00,Leyueqa_photos/@Leyueqa_6574.jpg
ልዩ እቃ,@Leyueqa,6573,,2025-01-16 06:06:28+00:00,Leyueqa_photos/@Leyueqa_6573.jpg
ልዩ እቃ,@Leyueqa,6572,"🆕🆕🆕3 Partitioned Nonstick Omlett, Egg Maker Pan

📌🔼 3 ክፍል ያለዉ የኦምሌት, የእንቁላል እና የበርገር መጥበሻ

🧳 የማይዝ

⬇️ቁርስዎን ቀለል ባለ መንገድ ለማዘጋጀት

ዋጋ  ✔️1250 ከነፃ ዲሊቨሪ ጋር

ከነፃ ዲሊቨሪ ጋር
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ #ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0911236983 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-16 06:06:28+00:00,Leyueqa_photos/@Leyueqa_6572.jpg
ልዩ እቃ,@Leyueqa,6571,"👠👟👠👠🥾👢🥿👟👡👠👠👟👟👡
36 pairs over the door shoe rack

➡️ በቀላሉ የሚገጣጠም የሚነቃቀል
➡️ኑሮን የሚያቀል
➡️ቦታ የማይዝ 
➡️ለአጠቃቀም በጣም ቀላል
➡️ባለ 12 መደርደሪያ 
➡️36 ጫማ የሚይዝ በር ላይ ተንጠልጣይ

📏Size 50*20*183cm

       ዋጋ💵፦ 2800 ብር

            0911236983 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-15 15:51:39+00:00,
ልዩ እቃ,@Leyueqa,6570,"🏍🏍🏍🏍🏍🏍🏍🏍 Soybean Milk Machine

✔️ የአኩሪ አተር ወተት መስሪያ ማሽን

✔️በራሱ ቀቅሎ ፤ ፈጭቶ ፤ በራሱ የሚያፈላ

✔️በተጨማሪ ጁስ ለማዘጋጀት የሚሆን

✔️ በተለይ የህፃናት ምግብ ለማዘጋጀት ተመራጭ

ዋጋ፦ 💰 3500 ብር ✔️

🚚 ይዘዙን ፤ ያሉበት በነፃ እናደርሳለን!!

      
ከነፃ ዲሊቨሪ ጋር
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ #ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
            0911236983 @LeMazez_z
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-15 13:48:27+00:00,
ልዩ እቃ,@Leyueqa,6569,,2025-01-15 11:31:50+00:00,Leyueqa_photos/@Leyueqa_6569.jpg
ልዩ እቃ,@Leyueqa,6568,,2025-01-15 11:31:50+00:00,Leyueqa_photos/@Leyueqa_6568.jpg
ልዩ እቃ,@Leyueqa,6566,,2025-01-15 11:31:50+00:00,Leyueqa_photos/@Leyueqa_6566.jpg
ልዩ እቃ,@Leyueqa,6565,"🔠🔠🔠🔠Sayona Steam Iron

Non-Stick Soleplate
✔️Dry ironing function
✔️Self cleaning
✔️Variable steam control
✔️Indicating light
✔️300ml water tank
✔️1200Watts

ዋጋ 3200✔️ ከነፃ ዲሊቨሪ ጋር

ከነፃ ዲሊቨሪ ጋር
#ክፍያዎን_በሞባይል_ባንኪንግ_መፈፀምም_ይችላሉ በተጨማሪ #ከ_1000_ብር በላይ የሆኑ #ሁለት_ዕቃዎች ሲገዙ ስጦታ እንልክለዎታለን 
🎁 T.me/Leyueqa 👈ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
             0911236983 @Leyustore
            0944109295 @Lemaze_z
            0946242424 @Le_Mazez",2025-01-15 11:31:50+00:00,Leyueqa_photos/@Leyueqa_6565.jpg
